1,2,3,4,5,6,7,8,9,10,Out
0.306668187065,0.34984492599,0.338627046173,0.37986752815,0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803
0.34984492599,0.338627046173,0.37986752815,0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377
0.338627046173,0.37986752815,0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126
0.37986752815,0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834
0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834,0.938383764546
0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834,0.938383764546,0.436483013926
0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834,0.938383764546,0.436483013926,0.607756674976
0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834,0.938383764546,0.436483013926,0.607756674976,0.540723340488
0.329360725612,0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038
0.329360725612,0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038
0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038,0.465180919258
0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038,0.465180919258,0.344505700385
0.386660228099,0.313914685975,0.316790753273,0.38653846995,0.376684131929,0.311056070306,0.38925023158,0.314498992758,0.489431600936,0.759042394063,0.895590597326
0.313914685975,0.316790753273,0.38653846995,0.376684131929,0.311056070306,0.38925023158,0.314498992758,0.489431600936,0.759042394063,0.895590597326,0.48659374464
0.316790753273,0.38653846995,0.376684131929,0.311056070306,0.38925023158,0.314498992758,0.489431600936,0.759042394063,0.895590597326,0.48659374464,0.307689701735
